PlayerName,Position,OverallRating,PaceRating,ShootRating,PassRating,DribRating,DefenseRating,PhysicalRating
Lauren Hemp,LW,87,91,77,84,87,63,70
Mike Maignan,GK,87,84,83,85,88,64,84
Millie Bright,CB,87,57,51,70,62,87,88
Martin Ødegaard,CM,87,68,79,88,87,67,65
Katie McCabe,LB,87,80,81,82,83,83,82
David Raya,GK,87,86,84,87,87,62,85
Viktor Gyökeres,ST,87,90,86,73,81,36,91
Sam Kerr,ST,87,80,87,74,89,42,83
Nicolò Barella,CM,87,80,78,84,86,81,76
Victor Osimhen,ST,87,92,84,65,81,42,84
Nuno Mendes,LB,86,95,65,76,82,80,77
Ann-Katrin Berger,GK,86,86,84,81,87,45,81
Antonio Rüdiger,CB,86,79,55,72,70,84,86
Grace Geyoro,CM,86,89,73,82,83,82,80
Michael Olise,RM,86,78,80,84,87,50,66
Claudia Pina,LW,86,79,86,83,87,45,71
Trent Alexander-Arnold,RB,86,76,72,89,80,80,74
Rúben Dias,CB,86,59,39,69,69,86,84
Paulo Dybala,CAM,86,80,85,84,87,41,64
Bruno Guimarães,CM,86,66,75,84,84,79,81
Klara Bühl,LM,86,84,84,81,84,34,74
Willian Pacho,CB,86,80,34,62,62,86,86
Ona Batlle,RB,86,80,54,79,79,81,72
Ibrahima Konaté,CB,86,77,34,63,69,86,85
Hakan Çalhanoğlu,CDM,86,71,81,87,82,81,73
Lea Schüller,ST,86,87,83,71,82,33,74
Lionel Messi,RW,86,78,85,85,90,33,64
Sandro Tonali,CDM,86,79,74,82,80,81,83
Nico Williams,LM,86,93,76,80,87,36,66
Melchie Dumornay,ST,86,93,85,78,87,60,71
Pernille Harder,CAM,86,81,80,80,88,27,78
Tijjani Reijnders,CM,86,79,79,82,85,77,77
Marc-André ter Stegen,GK,86,84,84,89,85,47,84
Temwa Chawinga,LW,86,91,82,77,83,46,83
Gregor Kobel,GK,86,87,83,64,87,44,86
Ederson,GK,85,83,82,91,83,64,83
Selma Bacha,LB,85,88,73,85,82,78,80
Chiamaka Nnadozie,GK,85,87,80,80,88,63,84
Federico Dimarco,LB,85,80,78,84,82,79,77
Scott McTominay,CM,85,76,82,77,80,80,85
Ryan Gravenberch,CDM,85,76,76,81,85,81,81
Georgia Stanway,CDM,85,80,79,80,86,77,77
Erin Cuthbert,CDM,85,79,80,84,83,80,73
Manuela Giugliano,CM,85,81,80,84,86,72,74
Emiliano Martínez,GK,85,83,82,82,85,56,85
Kim Little,CDM,85,76,75,85,88,78,70
Sandy Baltimore,LM,85,87,74,84,86,72,69
João Neves,CM,85,74,69,80,84,82,83
Antoine Griezmann,ST,85,77,86,85,88,59,73
Clara Mateo,ST,85,87,86,80,84,56,75
Yui Hasegawa,CDM,85,77,71,85,86,81,63
Caroline Weir,CAM,85,72,83,84,84,69,69
Bryan Mbeumo,RW,85,88,84,79,84,49,76
N'Golo Kanté,CDM,85,77,65,73,80,85,79
Désiré Doué,RW,85,83,80,77,90,55,74
Carvajal,RB,85,80,58,79,81,81,79
Unai Simón,GK,85,84,80,76,85,49,84
Trinity Rodman,RM,85,91,81,78,83,43,82
Marcus Thuram,ST,85,86,83,76,82,50,80
Lauren James,RM,85,89,81,78,87,40,82
Péter Gulácsi,GK,85,83,83,74,84,43,87
Alexandra Popp,ST,85,74,84,76,78,52,89
Svenja Huth,CM,85,82,76,84,86,58,67
Luis Díaz,LM,85,88,81,76,87,45,75
De Gea,GK,85,85,78,71,87,46,84
Nico Schlotterbeck,CB,85,74,60,75,73,85,82
Tabitha Chawinga,LW,85,94,82,71,85,36,81
Heung Min Son,LW,85,84,84,81,83,42,73
Phil Foden,RW,85,81,81,82,89,57,57
Fabián Ruiz,CM,85,61,77,80,81,75,72
Youri Tielemans,CM,85,54,79,85,80,75,72
Marta,CAM,85,70,83,84,88,44,75
Laura Freigang,CAM,85,84,83,77,83,37,79
Ella Toone,CAM,85,81,80,81,86,51,64
Caitlin Foord,LM,85,87,77,81,82,45,70
Granit Xhaka,CDM,85,47,75,85,74,78,82
Naomi Girma,CB,85,80,51,70,74,85,79
Karim Benzema,ST,85,75,84,81,83,38,77
Cristiana Girelli,ST,85,77,84,70,80,46,77
Delphine Cascarino,RM,85,93,75,79,88,38,61
Vivianne Miedema,ST,85,82,85,70,85,32,80
Iñigo Martínez,CB,85,71,57,72,68,85,80
Cristiano Ronaldo,ST,85,76,88,76,80,34,76
Rodrygo,RW,85,88,80,79,87,31,64
Dani Olmo,CAM,85,73,79,83,87,50,56
Dayot Upamecano,CB,85,77,45,64,73,84,84
Keira Walsh,CDM,85,64,46,81,79,79,74
Patrik Schick,ST,85,72,83,71,81,38,77
Bremer,CB,85,82,50,58,66,86,80
Barbra Banda,ST,85,92,82,62,78,33,75
Wendie Renard,CB,85,48,62,70,69,87,83
Linda Caicedo,LW,85,91,75,79,87,37,45
Theo Hernández,LB,84,90,76,78,83,79,83
Marcos Llorente,RB,84,89,79,78,81,78,82
Fridolina Rolfö,LB,84,81,81,81,82,81,80
Rodrigo De Paul,CM,84,75,78,83,83,76,83
João Cancelo,RB,84,83,73,84,84,78,74
Sancet,CAM,84,76,83,80,85,70,82
Hannah Hampton,GK,84,82,83,82,84,60,85
Sara Däbritz,CM,84,77,81,84,86,74,73
Steph Catley,CB,84,81,66,80,80,84,83
Alphonso Davies,LB,84,94,66,78,85,74,76
Olga Carmona,LB,84,88,74,78,80,79,74
Géraldine Reuteler,ST,84,90,82,81,85,59,75
Jordan Pickford,GK,84,84,78,88,87,53,81
Denzel Dumfries,RB,84,84,70,75,79,79,84
Sergej Milinković-Savić,CM,84,62,80,81,81,78,88
Ashley Lawrence,RB,84,82,67,82,80,82,76
Joško Gvardiol,LB,84,78,71,75,78,84,82
Janina Minge,CM,84,70,79,80,81,77,80
Giulia Gwinn,RB,84,83,68,79,84,82,70
Giada Greggi,CM,84,84,71,73,85,76,73
Cata Coll,GK,84,83,81,76,87,53,82
Aurélien Tchouaméni,CDM,84,71,69,79,78,81,82
Salma Paralluelo,LW,84,92,84,78,83,46,77
Alex Greenwood,CB,84,71,65,82,74,85,82
Marc Cucurella,LB,84,75,64,79,80,82,79
Frida Maanum,CAM,84,72,82,83,83,72,67
Merle Frohms,GK,84,81,82,76,84,51,85
Sjoeke Nüsken,CDM,84,70,73,78,80,82,76
Damaris Egurrola,CM,84,62,71,82,81,81,82
Grimaldo,LM,84,72,73,87,85,74,67
Benjamin Pavard,CB,84,75,67,76,75,86,79
Lineth Beerensteyn,LW,84,90,80,73,86,52,76
Enzo Fernández,CM,84,68,75,85,81,73,75
Wojciech Szczęsny,GK,84,82,83,75,84,48,84
Sara Doorsoun,CB,84,77,62,74,76,85,82
Álex Baena,LM,84,79,76,84,82,65,68
Mattia Zaccagni,LM,84,88,78,77,87,57,66
Giorgi Mamardashvili,GK,84,84,81,72,84,48,84
Exequiel Palacios,CM,84,62,76,80,82,81,71
Ingrid Syrstad Engen,CB,84,72,61,80,74,85,80
Xavi Simons,CAM,84,77,77,80,87,61,70
Mary Earps,GK,84,81,80,83,82,41,84
Manuel Neuer,GK,84,81,81,90,81,31,86
Ellie Carpenter,RB,84,82,51,79,77,82,79
Maya Le Tissier,CB,84,76,58,77,73,86,80
Rúben Neves,CDM,84,57,75,87,77,77,76
Cody Gakpo,LM,84,83,82,80,83,47,74
Bernardo Silva,CM,84,61,78,83,89,71,65
Manuel Locatelli,CDM,84,63,69,80,76,81,78
Christian Pulisic,RW,84,88,82,80,86,46,65
Diogo Costa,GK,84,83,78,82,86,35,83
Lena Oberdorf,CDM,84,61,62,77,75,85,85
Ollie Watkins,ST,84,77,83,73,80,50,80
James Maddison,CM,84,67,81,86,85,58,64
Marco Carnesecchi,GK,84,86,83,71,86,30,85
Omar Marmoush,ST,84,89,85,76,86,34,71
Rafael Leão,LW,84,93,78,80,86,28,75
Éder Militão,CB,84,82,50,69,71,85,82
Romelu Lukaku,ST,84,79,82,75,75,41,84
Isco,CAM,84,66,79,85,85,59,60
Bradley Barcola,LW,84,90,77,78,84,39,66
Moussa Diaby,RM,84,95,75,77,87,44,54
Vivian,CB,84,79,50,63,72,84,83
Ademola Lookman,ST,84,86,84,73,88,32,67
Riyad Mahrez,RM,84,78,80,81,88,39,63
Alexander Sørloth,ST,84,77,82,71,76,36,85
Emily Fox,RB,84,73,47,71,79,83,74
Glódís Perla Viggósdóttir,CB,84,73,54,70,61,86,83
Esther,ST,84,80,84,72,83,31,72
Alba Redondo,ST,84,84,85,70,84,26,64
Francesco Acerbi,CB,84,57,50,65,65,87,81
Stefan de Vrij,CB,84,62,41,68,69,86,74
Willi Orban,CB,84,57,40,56,56,86,83
Adrien Rabiot,CAM,83,81,79,81,80,77,84
Eduardo Camavinga,CM,83,80,68,81,84,78,80
Dominik Szoboszlai,CAM,83,79,82,84,82,67,76
Henrikh Mkhitaryan,CM,83,77,78,82,83,72,75
Lucas Torreira,CDM,83,76,72,78,81,81,79
Lena Lattwein,CM,83,69,74,80,82,78,83
Arianna Caruso,CM,83,74,80,82,87,71,72
Giovanni Di Lorenzo,RB,83,84,72,73,77,79,80
Morten Hjulmand,CDM,83,70,76,78,77,80,84
Dejan Kulusevski,CM,83,74,79,84,85,62,81
Nicole Anyomi,ST,83,90,79,73,84,55,83
Mikel Merino,CM,83,63,79,80,80,81,80
Kenza Dali,CM,83,73,79,82,85,68,73
Catarina Macario,CAM,83,83,82,80,86,57,72
Ayoze,ST,83,86,83,80,83,59,67
Iñaki Williams,RM,83,94,81,74,80,45,84
Pedro Gonçalves,CAM,83,77,82,83,84,63,68
Pauline Peyraud-Magnin,GK,83,80,80,82,84,47,83
Jule Brand,LW,83,91,75,78,82,56,74
Daniëlle van de Donk,CM,83,72,77,81,86,67,72
Joan García,GK,83,81,82,77,86,46,83
Mayra Ramírez,ST,83,90,84,75,86,33,87
Álex Remiro,GK,83,83,78,80,84,45,84
Dominique Janssen,CDM,83,77,59,76,76,84,82
Dávid Hancko,CB,83,77,66,73,74,82,82
Phallon Tullis-Joyce,GK,83,82,81,80,84,44,83
Vanessa DiBernardo,CAM,83,75,76,81,84,65,73
Anthony Gordon,LW,83,91,79,78,83,50,71
Lucas Chevalier,GK,83,84,79,73,86,50,80
Selina Cerci,ST,83,82,82,75,81,53,79
Mateo Kovačić,CM,83,67,74,81,83,73,72
Aleix García,CM,83,65,75,85,84,75,66
Thomas Partey,CDM,83,59,71,80,77,80,82
Stanislav Lobotka,CM,83,71,69,80,82,76,71
Emily Sonnett,CB,83,76,57,75,74,84,83
Jeremie Frimpong,RB,83,94,62,74,84,72,63
Daphne van Domselaar,GK,83,82,81,81,82,40,83
Kailen Sheridan,GK,83,81,80,79,85,41,82
Aubrey Kingsbury,GK,83,84,82,72,85,41,83
Luka Modrić,CM,83,68,74,86,86,70,62
Sadio Mané,LM,83,82,81,78,85,44,75
Oliver Baumann,GK,83,83,81,78,83,39,80
Matheus Cunha,CAM,83,77,85,79,84,44,75
Zubimendi,CDM,83,66,67,79,79,80,73
Matz Sels,GK,83,82,80,79,83,36,83
Gavi,CM,83,76,66,78,85,68,70
Eberechi Eze,CAM,83,74,80,81,87,50,68
Balde,LB,83,91,50,75,79,78,67
İlkay Gündoğan,CM,83,54,79,83,80,74,67
Loïs Openda,ST,83,95,81,69,81,31,80
Palhinha,CDM,83,56,68,70,72,84,85
Julian Brandt,CAM,83,74,78,83,84,44,70
Jarrod Bowen,RM,83,76,81,78,82,46,70
Barbara Bonansea,LM,83,79,81,77,83,38,74
Murillo,CB,83,80,48,67,71,83,83
Fran Kirby,CAM,83,84,82,77,86,42,60
Boubacar Kamara,CDM,83,64,55,74,75,83,80
Nathan Aké,CB,83,72,53,72,75,84,74
Ferran Torres,LW,83,83,81,79,83,35,68
Angelo Stiller,CDM,83,56,58,83,84,76,71
Piero Hincapié,CB,83,84,41,65,72,84,82
Artem Dovbyk,ST,83,83,84,68,78,34,79
Linda Dallmann,RM,83,77,76,80,87,46,58
Hugo Ekitiké,ST,83,86,78,69,85,33,73
Iago Aspas,RW,83,77,84,80,84,35,62
Moise Kean,ST,83,86,82,58,81,40,74
Ronald Araujo,CB,83,80,53,63,61,81,83
Kingsley Coman,LM,83,87,75,79,87,30,61
Athenea,RW,83,86,78,75,83,25,72
Griedge Mbock,CB,83,64,55,66,66,84,83
Leandro Trossard,LW,83,80,81,80,85,30,60
Benjamin White,RB,83,70,35,75,75,83,78
Mateo Retegui,ST,83,72,83,67,78,37,76
Elena Linari,CB,83,69,46,63,68,83,81
José María Giménez,CB,83,73,46,60,62,85,82
Gianluca Mancini,CB,83,70,50,57,64,85,82
Amir Rrahmani,CB,83,69,51,60,63,84,78
Kadeisha Buchanan,CB,83,67,44,58,65,85,84
Nikola Milenković,CB,83,57,46,63,62,84,86
Robin Le Normand,CB,83,65,28,59,63,84,80
Vanessa Gilles,CB,83,58,38,54,55,86,81
Leon Goretzka,CM,82,77,78,80,80,80,82
Joelinton,CM,82,74,73,77,81,82,90
Crystal Dunn,CM,82,85,76,80,82,75,79
Racheal Kundananji,LM,82,91,80,75,84,59,88
Gabriela García,CDM,82,71,80,79,80,78,89
Felix Nmecha,CDM,82,82,74,73,81,80,86
Hina Sugita,CDM,82,75,78,82,84,77,77
Lo'eau LaBonta,CM,82,84,78,79,81,73,78
André-Franck Zambo Anguissa,CM,82,75,75,75,79,79,85
Éderson,CM,82,78,72,77,80,80,81
Emre Can,CB,82,77,76,72,74,82,84
Sherida Spitse,CB,82,67,76,83,75,83,81
Orkun Kökçü,CM,82,72,80,84,80,70,79
Pedro Porro,RB,82,78,73,81,80,77,76
Emilie Haavi,LW,82,88,77,79,85,64,71
Denis Zakaria,CDM,82,80,67,74,77,80,85
Misa,GK,82,84,77,77,80,61,84
Morgan Rogers,CAM,82,77,77,79,84,67,79
Denise O'Sullivan,CDM,82,82,72,71,78,79,81
Mile Svilar,GK,82,80,80,77,85,58,82
Malik Tillman,CAM,82,84,76,77,83,65,77
Otávio,CAM,82,78,71,82,85,70,75
Sam Coffey,CM,82,73,72,82,78,77,79
Alyssa Naeher,GK,82,83,81,83,80,46,87
Salem Al Dawsari,LM,82,87,75,75,84,57,81
Konrad Laimer,RB,82,82,69,76,75,81,76
Mattéo Guendouzi,CDM,82,72,73,80,80,77,77
Elisa Senß,CM,82,80,71,77,84,76,71
Álex Berenguer,LM,82,84,77,79,84,65,69
David Raum,LB,82,86,61,80,79,74,78
David Alaba,CB,82,68,71,82,79,82,75
Gerónimo Rulli,GK,82,82,77,80,83,54,81
Leah Galton,LM,82,73,82,81,80,62,79
Milos Kerkez,LB,82,87,59,75,78,77,80
Guglielmo Vicario,GK,82,83,78,78,84,52,80
Giovani Lo Celso,CAM,82,68,81,82,84,68,71
Lynn Biyendolo,ST,82,89,80,75,82,53,75
Korbin Shrader,CM,82,74,76,78,80,71,74
Ivan Provedel,GK,82,83,79,80,84,42,83
Constance Picaud,GK,82,82,79,76,85,47,82
Manuela Vanegas,CB,82,80,61,73,72,82,83
Morgan Gibbs-White,CAM,82,75,77,82,84,60,72
Viviane Asseyi,LM,82,88,82,77,81,50,71
Maximilian Mittelstädt,LB,82,81,62,77,77,78,74
Sofia Huerta,RB,82,83,58,75,78,77,78
Pablo Barrios,CM,82,80,70,74,80,74,71
Koen Casteels,GK,82,82,79,74,85,45,83
Casey Murphy,GK,82,84,78,78,82,40,86
Sofie Svava,LB,82,86,53,73,77,79,80
Vanessa Fudalla,CAM,82,85,84,74,79,55,71
Alex Meret,GK,82,81,79,74,85,44,84
Ouleymata Sarr,ST,82,87,77,77,83,45,78
Andrew Robertson,LB,82,74,61,80,77,79,75
Davinson Sánchez,CB,82,82,58,63,73,82,88
Malcom,CAM,82,89,78,79,84,43,73
Nikita Parris,ST,82,90,82,77,83,47,67
Yassine Bounou,GK,82,81,82,76,85,38,82
Antonee Robinson,LB,82,88,46,75,77,78,80
Kaoru Mitoma,LM,82,87,73,76,86,57,64
Bia Zaneratto,ST,82,72,81,73,83,50,83
Hailie Mace,RB,82,76,60,75,74,82,75
Vangelis Pavlidis,ST,82,79,82,71,80,47,82
Carolin Simon,LB,82,75,57,75,79,80,73
Fabinho,CDM,82,53,69,78,77,81,80
Riccardo Orsolini,RM,82,79,81,79,83,49,67
Micky van de Ven,CB,82,90,49,64,72,82,80
Kristin Kögel,LM,82,86,79,77,80,46,69
Lara Prašnikar,ST,82,78,80,74,82,44,79
Leroy Sané,RM,82,87,81,78,85,37,68
Ezri Konsa,CB,82,75,53,71,75,84,78
Charles De Ketelaere,CAM,82,70,79,80,83,56,68
Jurriën Timber,RB,82,76,48,72,77,82,80
Johanna Kaneryd,RM,82,83,75,79,80,49,68
Trincão,CAM,82,80,80,79,84,40,71
Serge Gnabry,LM,82,79,83,78,84,43,66
Jonathan Burkardt,ST,82,83,82,67,81,44,76
Melvine Malard,LM,82,81,81,79,84,41,67
Fabian Schär,CB,82,51,68,76,73,84,80
Pierre-Emile Højbjerg,CDM,82,49,73,78,74,78,80
Saki Kumagai,CB,82,45,70,76,79,84,78
Kai Havertz,ST,82,72,79,78,81,48,74
Ashley Sanchez,RW,82,83,75,81,84,38,70
Dean Huijsen,CB,82,71,55,73,74,82,76
Rafa,CAM,82,89,75,78,85,48,55
Oyarzabal,ST,82,77,83,81,82,42,65
Takefusa Kubo,RM,82,86,77,78,85,40,64
Sophia Kleinherne,CB,82,79,46,73,73,84,74
Lorena,GK,82,79,81,78,82,29,80
Ángel Di María,RW,82,73,80,85,85,43,62
Mario Götze,CM,82,60,75,85,85,56,67
Domenico Berardi,RW,82,82,80,79,84,35,68
Jean-Philippe Mateta,ST,82,75,84,70,77,41,81
John Stones,CB,82,64,58,74,75,84,72
Manuel Akanji,CB,82,74,48,69,73,82,81
Jonathan David,ST,82,81,82,71,80,34,78
Mason Greenwood,RM,82,83,83,77,83,37,63
Parejo,CM,82,39,80,87,78,74,67
Kessya Bussy,LW,82,84,79,76,85,43,58
Stina Blackstenius,ST,82,82,84,62,82,39,75
Leila Ouahabi,LB,82,73,52,71,72,81,74
Dodi Lukébakio,RM,82,87,81,76,83,31,64
Ashley Hatch,ST,82,70,83,73,80,47,69
Ritsu Doan,RM,82,82,71,78,85,41,64
Maria Méndez,CB,82,74,53,69,66,82,77
Yoane Wissa,ST,82,85,82,70,80,31,71
Dušan Vlahović,ST,82,78,84,69,77,29,82
Kathrin Hendrich,CB,82,73,44,70,72,83,76
Kosovare Asllani,CAM,82,76,80,81,79,46,56
Waldemar Anton,CB,82,69,47,67,66,84,84
Matthijs de Ligt,CB,82,62,61,62,67,82,83
Maëlle Lakrar,CB,82,74,46,67,70,83,77
Kalidou Koulibaly,CB,82,74,48,62,65,82,84
Youssef En-Nesyri,ST,82,79,81,65,75,35,80
Signe Bruun,ST,82,71,83,66,74,45,76
Pau Cubarsí,CB,82,70,42,66,77,84,76
Duván Zapata,ST,82,74,81,64,77,35,82
Nicolás Otamendi,CB,82,60,57,64,62,83,85
Marc Guéhi,CB,82,69,39,69,73,83,78
Nacho Fernández,CB,82,73,37,68,71,82,79
Matthias Ginter,CB,82,55,58,71,66,85,75
Brahim,RM,82,82,74,79,85,31,58
Alessandro Buongiorno,CB,82,69,45,67,65,84,79
Magdalena Eriksson,CB,82,58,46,72,66,83,82
Aymeric Laporte,CB,82,51,50,74,70,83,77
Cristian Romero,CB,82,66,48,62,65,83,81
Bethany England,ST,82,63,86,67,77,40,72
Savinho,RW,82,87,71,78,86,30,53
Robin Koch,CB,82,66,44,63,66,83,81
Ante Budimir,ST,82,59,84,63,76,35,80
Chris Wood,ST,82,53,83,68,72,40,81
Ibañez,CB,82,87,32,47,61,83,85
Millie Turner,CB,82,53,50,65,66,84,77
Kim Min Jae,CB,82,73,33,58,63,83,84
Alessio Romagnoli,CB,82,64,40,55,69,84,80
Sven Botman,CB,82,56,37,62,65,83,82
Khéphren Thuram,CM,81,78,76,77,80,81,81
Conor Gallagher,CM,81,75,76,80,78,79,84
Reece James,RB,81,76,71,82,77,81,81
Katie Zelem,CDM,81,68,78,82,79,78,82
Filip Kostić,LM,81,82,76,81,80,70,77
Danielle Colaprico,CM,81,81,76,78,81,76,73
Sergi Darder,LM,81,77,76,81,80,73,77
John McGinn,LM,81,69,77,78,80,77,83
Sandie Toletti,CM,81,78,76,83,80,71,76
Davide Frattesi,CM,81,82,77,78,82,73,72
Ashleigh Neville,RB,81,76,70,76,78,81,83
Michele Di Gregorio,GK,81,82,78,79,85,56,83
Ángela Sosa,CAM,81,77,77,83,83,64,77
Carlos Augusto,LB,81,78,72,77,79,79,76
Miguel Gutiérrez,LB,81,81,71,79,81,76,73
Ferland Mendy,LB,81,85,64,74,75,78,84
Teun Koopmeiners,CAM,81,70,79,83,78,75,75
Daphne Corboz,CDM,81,69,75,80,82,75,79
Paula Fernández,CM,81,77,70,78,79,78,78
Ivan Perišić,RW,81,75,80,81,79,69,75
Taylor Flint,CDM,81,69,74,74,77,79,86
Yangel Herrera,CM,81,65,76,77,79,80,81
Carlos Baleba,CDM,81,74,70,75,80,79,79
Corentin Tolisso,CM,81,68,78,78,76,77,79
Rachel Daly,ST,81,79,81,76,80,64,76
Jackie Groenen,CM,81,80,66,81,82,72,74
Tere Abelleira,CM,81,74,76,79,82,72,72
Jess Fishlock,CM,81,73,77,79,82,73,71
Yannick Carrasco,LW,81,87,80,77,85,58,67
Dean Henderson,GK,81,82,78,77,82,55,80
Amaiur Sarriegi,ST,81,88,78,75,84,47,81
Daniel Muñoz,RB,81,75,69,72,76,79,81
Marten de Roon,CM,81,61,74,77,76,83,80
Marcelo Brozović,CDM,81,63,73,78,79,78,80
Brais Méndez,CM,81,70,80,82,81,65,73
Johnny Cardoso,CDM,81,72,67,76,78,80,77
Niamh Charles,LB,81,81,66,79,76,78,70
Alexander Nübel,GK,81,81,76,84,82,48,78
Jacob Murphy,RW,81,82,77,78,80,61,70
Lola Gallardo,GK,81,83,77,75,82,51,80
Geyse,RM,81,91,78,73,85,34,87
Sarah Zadrazil,CDM,81,66,69,73,80,75,85
Rafaela Borggräfe,GK,81,82,77,79,82,47,81
Leicy Santos,CAM,81,74,75,80,82,61,76
Koke,CM,81,61,72,83,78,76,77
Robert Andrich,CDM,81,57,77,76,73,83,81
Filippa Angeldahl,CM,81,74,70,79,78,72,74
Jane Campbell,GK,81,79,78,83,82,40,84
Youssouf Fofana,CDM,81,68,68,75,78,79,77
Rayan Aït-Nouri,LB,81,84,53,76,84,77,70
Martín-Prieto,ST,81,78,82,71,75,51,87
Gayà,LB,81,80,61,76,77,77,72
Gabriel Martinelli,LW,81,90,77,75,83,46,72
Giuliano Simeone,RM,81,91,73,72,81,45,81
Kevin Trapp,GK,81,82,80,74,84,46,76
Anderson Talisca,CAM,81,76,86,80,81,45,74
Nadiem Amiri,CM,81,65,79,82,82,62,72
Barbara Dunst,CM,81,64,71,79,81,74,72
Jess Park,CM,81,83,73,77,86,59,63
Felicitas Rauch,LB,81,80,57,71,76,80,76
Katharina Naschenweng,LB,81,77,56,77,77,81,72
Bella Bixby,GK,81,81,79,74,84,42,80
Antônia Silva,RB,81,80,50,71,79,80,80
Nick Pope,GK,81,81,81,68,82,49,78
Ivan Toney,ST,81,78,82,71,75,51,81
Andi Sullivan,CDM,81,63,64,78,75,79,79
David Soria,GK,81,81,79,74,82,41,80
Federico Chiesa,RM,81,87,80,75,83,44,68
Lisandro Martínez,CB,81,67,59,75,75,81,80
Anna Moorhouse,GK,81,78,78,75,82,41,83
Galeno,LM,81,93,75,71,83,45,69
Andriy Lunin,GK,81,80,78,79,82,37,80
Antony,RW,81,84,78,78,83,43,70
Matteo Darmian,RB,81,71,62,74,76,81,71
Matteo Politano,RW,81,80,78,80,83,59,55
Lucas Perri,GK,81,80,79,79,82,35,80
Maëlle Garbino,RM,81,79,79,79,82,53,63
Remo Freuler,CDM,81,58,72,76,77,77,74
Ricardo Horta,CAM,81,78,81,81,82,43,69
Tanja Pawollek,CM,81,48,73,76,78,78,81
Gerard Moreno,ST,81,77,82,77,80,46,71
Rui Silva,GK,81,82,78,77,84,31,81
Dani Ceballos,CM,81,61,71,80,82,72,67
